GeneID	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
RAB29	RAB29	3494	-0.491342261815715	7.77524892361163	-2.72632473472312	0.0174158889300959	0.0226961695619782	-4.13134809915532
NBPF1	NBPF1	5954	0.314512166605492	8.81473174973126	2.70811265722924	0.0180297328556309	0.0234787187853327	-4.50151469108397
KLHDC7A	KLHDC7A	5070	-1.36019428075082	4.34217399798465	-2.70578405783492	0.0181097296903006	0.023565436562212	-3.29815312619454
C1orf229	C1orf229	2258	1.45283816237875	3.62952158455286	2.7031506643228	0.0182006157637644	0.023666185290457	-3.20986773025482
TRABD2B	TRABD2B	7524	0.821614532855181	5.66432053690779	2.70004005169801	0.0183085467769418	0.0237889321758046	-3.54327402545068
CCDC17	CCDC17	2245	-1.06585211907815	4.55463151408813	-2.69905758784107	0.0183427658432873	0.0238157919885518	-3.34142408194528
LAMTOR2	LAMTOR2	621	-0.411638813166252	7.8311314466977	-2.69486080596204	0.0184896444498586	0.0239887785556099	-4.20931108835646
CRYZL2P	CRYZL2P	2981	0.978252509870736	5.18160114415207	2.69427412111212	0.018510268569347	0.0239978260655693	-3.45396345487995
HFM1	HFM1	4899	1.21890093887892	4.95010799966008	2.69108935820229	0.0186226175422015	0.0241256902278484	-3.41683265372493
SLC44A3-AS1	SLC44A3-AS1	4479	1.15531210187901	5.06778690052479	2.68524421423632	0.0188305531302501	0.0243771078077906	-3.44853825615941
NUP210L	NUP210L	5884	-1.32504922581311	3.6256845934695	-2.68271136013316	0.018921359855627	0.0244766376940341	-3.25153188566486
LOC729970	LOC729970	952	0.868803784468468	5.73798187203128	2.6788383335188	0.0190610414001791	0.024639199104055	-3.59735140989606
DNAJC16	DNAJC16	6299	0.359806981541872	8.30801855307714	2.64162520902766	0.0204554578612502	0.0264222593093885	-4.45270473786973
ARNT	ARNT	4835	-0.252385883191689	9.12298953090773	-2.63136332128801	0.0208571568637612	0.0269213522514628	-4.76254021717738
WNT4	WNT4	3968	1.24516248143587	3.69204987927658	2.59437340280657	0.0223698142983602	0.0288526291537177	-3.40717377650776
SLFNL1-AS1	SLFNL1-AS1	4800	-2.17524688941864	3.04520256974766	-2.58610636048622	0.0227221823075487	0.0292856279301105	-3.35234887063491
ZNF362	ZNF362	3981	0.286504227301676	9.01318703145177	2.57949183760847	0.0230079890234697	0.0296322671818752	-4.80777251873133
GPSM2	GPSM2	7152	-0.363669725539995	8.33988051659849	-2.57476380047422	0.0232144171848655	0.0298762411500685	-4.59654615254355
CFAP57	CFAP57	5127	1.39526384643412	3.74704130026206	2.57148489240558	0.0233586294614469	0.0300398468128922	-3.4505644862935
BTF3L4	BTF3L4	4643	-0.228778904657909	9.31740352297657	-2.5596246263801	0.0238875538051223	0.0306976020390387	-4.96436402276538
SCNM1	SCNM1	1962	-1.07259094306921	4.55079452300477	-2.54808855596555	0.0244131434491669	0.0313501140859279	-3.60604070663892
GBP2	GBP2	4088	-0.540699436930109	7.33713604212237	-2.54672354510522	0.0244760700768371	0.0314079789745107	-4.31293357868029
SLC9A1	SLC9A1	4737	0.224156453385194	9.31176012686347	2.50683212670078	0.0263859251184147	0.0338340308958228	-5.04916302521986
LOC284581	LOC284581	3061	0.801502422547123	6.33128100571547	2.4925716578098	0.02710297414909	0.0347281549228135	-4.08744972533499
KIAA0319L	KIAA0319L	4777	0.182865215834079	9.89308524331636	2.47248552083232	0.0281448981806598	0.0360369490179169	-5.32351302745813
LRP8	LRP8	7704	-0.208748866354995	9.5548077135707	-2.471517217501	0.0281960895495399	0.036076219379979	-5.20919685704456
RNF19B	RNF19B	2730	0.349324595969744	8.42052861395245	2.4610967363219	0.0287526929560302	0.0367616248848735	-4.81793594795141
ATP8B2	ATP8B2	6690	-0.236867423893519	9.83027449133138	-2.45437759906109	0.0291171813510159	0.0372005848946846	-5.33970866238049
PRPF38B	PRPF38B	5033	-0.209682892138273	9.48534903018177	-2.45375654828382	0.0291510945137079	0.0372168657625987	-5.21627567502309
GTF2B	GTF2B	1599	-0.395965592326089	7.81116245915768	-2.44220204675229	0.0297890088966499	0.0380036847897754	-4.66199858459862
PTGER3	PTGER3	10276	-0.785134743347892	5.70235537820685	-2.42628891737085	0.0306895467930204	0.0391241648021246	-4.05034300411079
MIA3	MIA3	8532	0.182599156198065	9.92738984006346	2.42440411755032	0.0307979240678645	0.0392338771821057	-5.42267417105284
LZIC	LZIC	5230	-0.273040621923607	8.70708600502418	-2.42072918341886	0.0310102920543825	0.0394758098708215	-4.99598048892474
ZNF281	ZNF281	4864	-0.353478546897258	8.55535430696837	-2.41677190649949	0.0312405464311198	0.0397401451707009	-4.95164253522493
FNDC10	FNDC10	2124	-0.387583402055822	8.12642524410678	-2.41451523920565	0.0313725837587705	0.0398792496369621	-4.81630397268115
PANK4	PANK4	2641	0.312356971871629	8.67632705870293	2.40894489250063	0.0317007978238497	0.0402673429005259	-4.99879810290397
ISG15	ISG15	637	-0.511415025384471	7.05714675502485	-2.40572919329694	0.0318917675303056	0.0404806695438825	-4.4772136557602
TMEM52	TMEM52	935	-0.962767662660592	4.84124240611392	-2.4051151746835	0.0319283571563931	0.0404978729299705	-3.90040406827481
GJA5	GJA5	3263	1.18811034863256	4.23577698151572	2.40372259801117	0.0320114904608636	0.0405740448667614	-3.80228906944888
LEPR	LEPR	6953	-0.443152694502844	7.3183705076508	-2.40013821552791	0.0322264236519497	0.0407884064545938	-4.5701829656389
EVI5	EVI5	7872	0.372645854894113	7.7652906550971	2.40012834572207	0.0322270173864794	0.0407884064545938	-4.70772745980669
CTTNBP2NL	CTTNBP2NL	5864	0.333967887955634	8.08399502024744	2.38143632818512	0.033370452498527	0.0422052197787125	-4.84902407766764
TAF13	TAF13	814	0.428885813725773	7.29217022138618	2.37776200785776	0.0335997371221999	0.0424461230268605	-4.59165894728908
CTSK	CTSK	1629	-0.656778669189413	6.29106855208305	-2.37761060999744	0.0336092168676847	0.0424461230268605	-4.30282310861148
CDK11A	CDK11A	3050	-0.429735222905857	8.03235256311408	-2.37690581340006	0.0336533812196555	0.0424713885026234	-4.85193864745916
ATP6V0B	ATP6V0B	1751	0.154032718695303	10.2914176959998	2.35531073505541	0.0350337729159794	0.0441817595310558	-5.67944057934094
RNASEL	RNASEL	4238	0.554470486839468	6.48549671568125	2.34477659453635	0.0357265808608144	0.0450231750202952	-4.40268881865693
MSH4	MSH4	3270	1.2649581555293	3.35080067508177	2.34000669697585	0.0360445650795602	0.0453913649067814	-3.79787678828338
FAM20B	FAM20B	6118	0.196944558011535	10.02208258618	2.33750396601913	0.036212486009064	0.0455701864022438	-5.61124754835011
NPPA-AS1	NPPA-AS1	1662	1.20537304785992	3.07243616263595	2.32570314403516	0.0370143517601854	0.0465459444881301	-3.79208361000753
DENND2C	DENND2C	6177	1.22501614441897	4.02660935929518	2.32464563512862	0.0370870288663422	0.046604000533974	-3.90600432409219
SLC6A9	SLC6A9	3698	0.336316019663184	8.41470872900223	2.32356815556344	0.037161218098373	0.0466638724406713	-5.06135938679107
CFH	CFH	4376	0.383500694088104	7.5438119918971	2.32223416257196	0.037253265053948	0.0467460670698362	-4.77143628963922
MTOR	MTOR	8721	-0.151219081925303	10.252422677513	-2.31263123781617	0.037922305332129	0.0475516496247381	-5.74732603837029
TBX19	TBX19	2985	-0.94222364605832	4.60624423345499	-2.308345834601	0.038224543531932	0.0478964700849155	-4.02613615683363
PDZK1	PDZK1	2301	0.754284778623398	5.39399588415575	2.30326783850538	0.0385856443087877	0.0483145033439093	-4.18282953792556
TTC39A	TTC39A	3978	-0.594548903874498	6.16478581620254	-2.30270038737983	0.0386261969432824	0.0483308571005626	-4.39754605400284
GPR89B	GPR89B	2272	-1.34331235948675	3.41706406844938	-2.29661045275885	0.0390639668748726	0.0488438504737027	-3.88107416511867
CRTC2	CRTC2	2631	-0.225057264772918	9.12398924058818	-2.29323788375586	0.0393084234078312	0.0491145759424074	-5.37074000429403
MPL	MPL	3633	1.19436483218526	3.3142969191804	2.29225824937602	0.0393797026528489	0.0491669866863151	-3.87301895446942
NUAK2	NUAK2	3391	-0.50216523548525	6.67784139992989	-2.29189306770453	0.0394063050290204	0.0491669866863151	-4.56430050491098
BEST4	BEST4	2512	1.0788482107924	4.39424500681625	2.28811067092421	0.0396828458433948	0.0494769099238923	-4.02254884337449
GOLT1A	GOLT1A	776	0.878462408669242	5.24641458635941	2.28765608920037	0.0397162051367414	0.0494834079591718	-4.17782614493203
CNN3	CNN3	2288	0.129059533832304	10.7057262050964	2.27894689573423	0.0403604840649576	0.0502505176956059	-5.96576129516485
SDHC	SDHC	13474	0.164536031725453	10.0536731675725	2.27756192116325	0.0404638487339473	0.0503435570235523	-5.72938685165712
ELOA-AS1	ELOA-AS1	1084	-1.12291672343452	3.52892881269218	-2.27252374746479	0.0408419820458196	0.0507780795166554	-3.93554494670165
TRAPPC3	TRAPPC3	1753	-0.253601182268492	8.83833327270563	-2.27069320504024	0.0409801981003255	0.0509139139649274	-5.30686446607836
SLC66A1	SLC66A1	3381	-0.360666995125208	7.64503749815575	-2.26120216404714	0.0417039534842888	0.0517765185207484	-4.92416653082775
GPATCH2	GPATCH2	7863	-0.418792227234908	7.24080829209066	-2.24937227843583	0.0426229984469965	0.0528801914395341	-4.80843488565428
MECR	MECR	3249	-0.299705442300631	8.13265924275276	-2.2452089912553	0.0429509680199215	0.0531789786536786	-5.11615904596895
ENO1-AS1	ENO1-AS1	447	-1.26434552968928	3.04903956083101	-2.24516332181824	0.0429545788897745	0.0531789786536786	-3.92369408139027
MYBPHL	MYBPHL	1342	-1.26434552968928	3.04903956083101	-2.24516332181824	0.0429545788897745	0.0531789786536786	-3.92369408139027
RPRD2	RPRD2	8222	0.173695092027758	9.70022867304812	2.24438602060777	0.0430160804781209	0.0532176421397161	-5.65770507201436
ODF2L	ODF2L	7774	0.466646675560698	7.62917323177123	2.23404372117954	0.043842338972192	0.0542017102061276	-4.95015782179421
POGK	POGK	5751	0.175845585168141	9.84126467206269	2.22936258369192	0.0442212252495187	0.054631703435456	-5.73522468868204
LOC107985246	LOC107985246	4360	-0.711019716409113	5.7454675443355	-2.22266877020481	0.044768384986593	0.0552688348359765	-4.41326359090734
NBL1	NBL1	3143	0.794745090665255	5.06250846440275	2.21281628312014	0.0455853601174494	0.0562379390080533	-4.26692986896748
ARTN	ARTN	1944	-0.952487857943197	4.37302278241962	-2.21082499229574	0.0457521766348898	0.0564041560477814	-4.15288648669177
CACHD1	CACHD1	6512	-0.306731097414757	8.38517654708509	-2.20600400492766	0.0461584290913066	0.0568503604687311	-5.26556346924548
STRIP1	STRIP1	3458	0.245978553079158	9.15781698050964	2.20576342209919	0.0461787910974676	0.0568503604687311	-5.52520340736987
LOC102606465	LOC102606465	1326	-0.763786954489026	5.24907194021714	-2.1912841775235	0.0474199375247267	0.0583374738757659	-4.3415417192401
HTR6	HTR6	3800	0.980679979011617	4.69605461175815	2.18836314419582	0.047674098092753	0.0586091359769649	-4.23910847562844
C1QTNF12	C1QTNF12	1036	-1.15556263714019	3.81856529752014	-2.18522745202447	0.0479483605229681	0.058905113766162	-4.11488974954809
SYF2	SYF2	1757	-0.269768503785657	8.37848956978193	-2.17080039887688	0.0492294173829819	0.0604366730162585	-5.32367365369995
AGO3	AGO3	19660	0.271114822898818	8.52683317755591	2.16789770162712	0.0494910145265302	0.0607154246599024	-5.37044807936831
IFNLR1	IFNLR1	4566	0.599977143206307	6.12822105862085	2.15872245993434	0.0503265028399584	0.0616973444858067	-4.61575904557294
KLHL20	KLHL20	3414	-0.344518969988853	7.73559399300676	-2.14762754513679	0.0513544427673497	0.0629136657735197	-5.14977962400985
IQCC	IQCC	2252	-0.563285050630378	6.51126880835647	-2.1368561477015	0.0523711783078734	0.0641145762292768	-4.7794788458976
EDEM3	EDEM3	6904	-0.185505336589692	9.40373396045475	-2.13402418636976	0.0526416009021224	0.0644007894126173	-5.74646707930353
RWDD3	RWDD3	1385	-0.769523303327388	6.1638691150615	-2.13270003333661	0.0527684908332212	0.0645111313524359	-4.68295037723294
LYSMD1	LYSMD1	2462	0.39750017993277	7.3614890753269	2.13119493638361	0.0529130671210771	0.0646429270318649	-5.04001972447653
HSPB7	HSPB7	3368	0.50323068238845	6.50269352150498	2.13026501911292	0.0530025777790362	0.06470731370524	-4.77558805797277
DBT	DBT	10799	0.290637806865883	8.2381104304707	2.12337682353074	0.0536700285796782	0.0654766899674352	-5.34881989223944
RABIF	RABIF	3119	0.473360471209542	7.36559290023941	2.12019509612369	0.0539809727677821	0.0658103676322892	-5.05652356639103
MKNK1	MKNK1	2916	0.326902904798609	8.040827581526	2.11187360756445	0.054802180466099	0.066765234414	-5.30140661206974
PDIK1L	PDIK1L	4560	-0.345787721536631	7.59293899522042	-2.10353513314282	0.0556367351131691	0.0677350279286366	-5.17524493073837
CPTP	CPTP	2154	-0.2515445686813	8.53771811490189	-2.10018881153576	0.0559749680939526	0.0680996497641306	-5.49515377207544
TMEM54	TMEM54	1084	-0.381901369363359	7.91752098205029	-2.09562057262807	0.0564397990472921	0.0686176809994049	-5.29897485091789
MTARC2	MTARC2	2153	0.451647819092394	6.77183636778441	2.08577249985581	0.0574541115022973	0.0698025763794324	-4.93100212255894
SDHB	SDHB	1015	-0.171714859528719	9.55952300099971	-2.08276126388988	0.0577676244791592	0.0701350026480399	-5.88870973533929
VAMP3	VAMP3	2178	-0.183230000272575	9.7766663739015	-2.06255581469983	0.0599127528704691	0.0726891784308383	-6.00117704435682
PINK1-AS	PINK1-AS	4443	-0.777664176307709	4.97089003945473	-2.06115870742853	0.0600637763229839	0.072822150879866	-4.49776402166834
STX6	STX6	5074	0.186366660275397	9.41070201194134	2.05552903349511	0.0606759114737338	0.0735136129364741	-5.87333530957031
PIAS3	PIAS3	2902	-0.260497399891595	8.75371488726696	-2.04832618727485	0.0614675317793726	0.0744214331047776	-5.65553975503217
MATN1-AS1	MATN1-AS1	2050	-1.06187924750485	4.09813886403189	-2.04689581562845	0.0616258687342987	0.0745617874982086	-4.37695447016541
ZNF678	ZNF678	11127	-0.370358882123371	7.26514487959762	-2.04506345266607	0.0618292562343634	0.074756418473185	-5.16150327247047
TINAGL1	TINAGL1	2281	0.42786033760552	7.38959860210409	2.0327748803117	0.0632093826295186	0.0763725736513359	-5.21121465721325
YIPF1	YIPF1	1872	0.304660240881769	7.89829903053796	2.00768015422396	0.0661165725817401	0.0798303122243812	-5.42737964147086
ZBED6	ZBED6	3552	0.345641522802468	7.47488047408012	2.00484347592583	0.0664528402323197	0.0801812581526548	-5.28828171028888
SLC44A3	SLC44A3	2650	0.537374891255822	6.09721582292877	2.00268390731721	0.0667098967326759	0.080436212932815	-4.8658564955023
ACTA1	ACTA1	1491	-0.960581077973358	4.3199498434055	-2.00164088834575	0.0668343763706134	0.0805310717337481	-4.48219326682542
SLC2A1-AS1	SLC2A1-AS1	1124	-0.942917752058991	3.8194179545608	-1.99475447062721	0.0676616200318983	0.0814720054904638	-4.4199879199956
GEMIN8P4	GEMIN8P4	1702	-0.725465265036155	5.13356004850606	-1.99253401606736	0.0679303580964565	0.0817396095370092	-4.64036212219828
DRD5P2	DRD5P2	2228	1.11968771921539	3.25404489430446	1.99138872552137	0.0680693541885121	0.0818508376630672	-4.3456470742106
HECTD3	HECTD3	3597	-0.189604603783499	9.214251371272	-1.98882652917987	0.0683812578697074	0.0821696864900517	-5.91992534088882
SLC27A3	SLC27A3	2301	-0.30732693877706	7.87685970304277	-1.981041152049	0.06933707167167	0.0832613196713087	-5.47467609582621
KLHL12	KLHL12	3430	-0.191972974722436	9.05153340452068	-1.97489110484041	0.07010077307535	0.0841209276904199	-5.88317413136368
FAM89A	FAM89A	1503	-0.435938443528293	6.66224465200451	-1.97127687331023	0.0705531751988942	0.0846060586627941	-5.09698840655965
ZNHIT6	ZNHIT6	6203	-0.275477052338952	8.24531729234259	-1.96447832391441	0.0714114291551913	0.0855768864722742	-5.62415473850092
ANGEL2	ANGEL2	5314	0.271849461335807	8.45409888077688	1.96130767245668	0.0718149575381287	0.0860018360708653	-5.68942490076702
EFCAB2	EFCAB2	4661	0.509737680420298	6.34674375489647	1.95876846964696	0.0721396266812791	0.0863318337002646	-5.00971626203532
CCDC24	CCDC24	1535	0.425733912505702	6.86918867484087	1.95600405944269	0.0724946193083025	0.086697646764623	-5.17302382684759
GAS5-AS1	GAS5-AS1	694	0.969735557203867	3.31692958605345	1.9546330199971	0.0726712744188279	0.0868498303387488	-4.41069979426751
DDR2	DDR2	10870	-0.210128213133808	8.84214971378986	-1.95404951059361	0.0727465776542646	0.0868807632582861	-5.84135482115832
DISP1	DISP1	5138	-0.543780124276549	6.15881691428001	-1.95005160291817	0.0732644405390473	0.0874398414580076	-4.98344377407561
ABL2	ABL2	12633	0.18671469942165	9.12269829598066	1.94556768187797	0.0738492690360662	0.0880287686282205	-5.94967697653496
FMOD	FMOD	2943	0.625125730026422	5.46456653441375	1.94550068433462	0.0738580396624717	0.0880287686282205	-4.78900631676752
GNG4	GNG4	5103	0.280560909623568	8.46201537479059	1.94176309772632	0.0743488367784502	0.0885471619417288	-5.72421183591188
BCAS2	BCAS2	1275	-0.238674489328144	8.68155032788657	-1.94142242980765	0.0743937191057642	0.0885471619417288	-5.80537854568793
ACOT11	ACOT11	7742	0.627629553396232	5.45324483306015	1.9342332082275	0.0753466763142049	0.0896207421924034	-4.80391107537104
ZNF436-AS1	ZNF436-AS1	2869	0.502592720550217	6.36657688516014	1.93110871176965	0.075764303486745	0.0900565554629464	-5.06001974640433
TNFRSF1B	TNFRSF1B	3687	-0.327283033957606	7.58959033846854	-1.9014075807664	0.0798408958366635	0.0948380370816584	-5.50433663543225
LRRC8C	LRRC8C	7170	-0.309058805069294	7.75554579502873	-1.88611095987432	0.0820173315426013	0.097357507665019	-5.58570250146038
ALDH4A1	ALDH4A1	3581	0.195195771175483	9.19508332776973	1.87995304569496	0.082908586933028	0.0983490525156971	-6.08045632261039
RHBG	RHBG	2867	-0.431516543334549	6.79621114339634	-1.87918140827555	0.083020885361763	0.0984158573607413	-5.28325161886321
GBP1	GBP1	2883	0.406866436171212	6.99996059954055	1.87037155990107	0.0843128084916629	0.0998799981996923	-5.35017211449563
RNF207	RNF207	3981	-0.348437070673742	7.67742522631014	-1.84908910978245	0.0875091408277486	0.103596679848607	-5.61683890299247
EFNA3	EFNA3	1817	0.289681211411658	7.92787570585533	1.84828112841563	0.0876326164726743	0.103673041560539	-5.6932793116132
LEMD1-DT	LEMD1-DT	2756	0.8928406154057	3.9463916622691	1.84588853597764	0.0879991746468433	0.104036683946974	-4.66071375460537
KCTD3	KCTD3	4091	-0.149371913513804	9.71602119926117	-1.84110328948125	0.0887364516472903	0.104837823922	-6.33754521851798
TSNAX	TSNAX	2634	-0.261925443425323	8.18280832164455	-1.835359702981	0.0896287312468634	0.10582089290261	-5.80928870639242
LRRC39	LRRC39	1946	0.720276440471847	4.55726418096117	1.82869248624971	0.0906746260577979	0.106983887657456	-4.78465087956826
PAPPA2	PAPPA2	10458	0.810692313426529	4.23392444528852	1.81790573197347	0.0923900232619664	0.108934715556363	-4.74667082867338
NIT1	NIT1	3163	-0.240965175025021	8.18312695854491	-1.81263810981095	0.0932382721305756	0.109861181236965	-5.84467781921724
SPEN	SPEN	12385	0.109902875910532	10.7682207718243	1.81084788453778	0.0935281410219081	0.110128916220036	-6.76588636048569
BROX	BROX	4615	-0.198372125990451	8.88455052155278	-1.79512985925049	0.0961080684684803	0.113091020326364	-6.10800728723975
MAP3K21	MAP3K21	5853	-0.339120537590241	7.17868696158172	-1.7940553578933	0.0962867409766923	0.113225478686973	-5.5333071674436
ZNF326	ZNF326	11003	-0.256126627666391	8.86894381012874	-1.79274193298408	0.0965055464311182	0.113406918867584	-6.10623984851035
ARV1	ARV1	1706	0.265140429045332	7.88671755997555	1.79052366376484	0.0968761016836679	0.113766323820901	-5.76974437056425
SYPL2	SYPL2	3703	0.81570176771423	4.08864690148213	1.75842629677012	0.102381978066937	0.120151880802187	-4.81199322686098
DCST2	DCST2	2419	-0.85223052695422	4.4393880682267	-1.75185706776488	0.103542620421793	0.121432906405278	-4.88137403061009
TGFB2	TGFB2	6004	0.329953329805318	7.45321445964026	1.74940257823274	0.103979269631921	0.121863704008611	-5.68369504742024
FCGR2A	FCGR2A	2387	-0.421970077017118	6.44194151559561	-1.74659388669546	0.104480937860944	0.12237007912028	-5.38264197270194
NDUFS2	NDUFS2	2276	0.111926036260315	10.3985744229411	1.73576443776978	0.106435395288298	0.124576181702283	-6.74594909770845
PEX14	PEX14	1922	0.21759020673735	8.34791089935709	1.73405678399262	0.106746528670186	0.124857217167124	-6.0115654066686
TESK2	TESK2	3071	0.35507167093679	7.16264941414824	1.7324806534624	0.10703441386472	0.125110704504107	-5.61413866942341
LHX4-AS1	LHX4-AS1	2657	-0.519048550044083	6.22308068649857	-1.72782574475728	0.107888668226599	0.126025434380307	-5.34555938038793
PODN	PODN	3248	0.576194885966317	5.85109788156171	1.72100255482424	0.109151749707053	0.127416185913015	-5.23093671775459
TDRKH	TDRKH	3260	0.322145082572418	7.84047425124459	1.71873390344533	0.109574602053641	0.127824917326013	-5.86074478987396
SNAPIN	SNAPIN	1052	-0.257130255039083	7.86139986377494	-1.71596112544249	0.11009338482653	0.128344940666472	-5.88415055993469
ZSWIM5	ZSWIM5	5868	0.289043758187028	7.4847708401942	1.70793526937068	0.111607264644529	0.130023572727026	-5.75782990081707
FLG	FLG	12793	0.798127522817688	3.71665080529183	1.70088188592964	0.112952851156282	0.131504047902479	-4.84031869797029
SERTAD4	SERTAD4	5282	0.357327218477764	7.03768309857241	1.69946155559287	0.113225533950624	0.131734274444207	-5.62461619796784
TOR1AIP1	TOR1AIP1	4054	-0.168986689579558	9.15418858186737	-1.69781803555195	0.113541789904496	0.132014858896894	-6.35379272433154
HSPA7	HSPA7	2493	0.823561614785471	3.48989901221286	1.69549645394793	0.113989848679237	0.132448218095241	-4.81584762714387
RTCA	RTCA	2623	-0.209704876536155	8.52116782800193	-1.6893347036251	0.115186608401106	0.133750368275525	-6.14208693101188
RORC	RORC	3163	0.50798596852335	5.9929470297158	1.67598076381288	0.117818257920141	0.136715839883569	-5.33872012591648
MTMR11	MTMR11	2984	-0.353392698424422	7.11727039864539	-1.6561967284051	0.121814052840329	0.141259304019326	-5.71983324387678
NBPF3	NBPF3	4534	0.503578178435512	6.10574494008202	1.6554458722854	0.121968012679885	0.14134460533371	-5.40298838710006
OBSCN-AS1	OBSCN-AS1	3534	0.648522427821845	4.74150557950272	1.65462581311655	0.122136356712589	0.141446452635528	-5.07300382490155
ZNF684	ZNF684	2019	-0.552445215131823	5.480986417244	-1.6514475959175	0.122790710896756	0.142110645000985	-5.24069726531567
BMP8B	BMP8B	4826	0.44898921865692	6.0147000959122	1.65012943371876	0.123063001249004	0.142332076444571	-5.38535479217812
LHX4	LHX4	5844	-0.468503351142596	5.90408168198408	-1.64053352809348	0.125061151712356	0.144547997837162	-5.37861994153841
FBXO42	FBXO42	6227	-0.212042226094442	8.85158695093078	-1.63351850641518	0.126539736880171	0.146160878735441	-6.33859383206595
EXOC8	EXOC8	5100	-0.22589861232011	8.10341747593959	-1.63289215544742	0.126672493155916	0.146218150340185	-6.08823729427069
INTS3	INTS3	5252	-0.11808414583887	10.2238796852483	-1.60973223367367	0.131667113273321	0.151868489982728	-6.87330326711474
LINC01356	LINC01356	1824	-0.818817545470881	3.62952158455286	-1.6093985800849	0.131740299899693	0.151868489982728	-4.95940913860112
UCHL5	UCHL5	7477	-0.147762531166503	9.35256972139905	-1.60885583818071	0.131859425223196	0.151906205466827	-6.55633222940297
C1orf54	C1orf54	650	0.640543374219026	4.72618458751352	1.60672263790822	0.132328542314043	0.152346809029527	-5.13748764006064
LOC100507634	LOC100507634	2048	-0.787713023355496	3.42701432046387	-1.6037409362632	0.132986678687167	0.152904238804473	-4.93824133347747
AP4B1-AS1	AP4B1-AS1	2148	-0.787713023355496	3.42701432046387	-1.6037409362632	0.132986678687167	0.152904238804473	-4.93824133347747
BLZF1	BLZF1	3895	-0.260624506140803	7.76522889365091	-1.59233843770034	0.135529705215789	0.155726288738141	-6.03185081372692
NBPF11	NBPF11	5782	-0.743415956655348	3.577908865186	-1.56939414443861	0.140774353455348	0.161646840871654	-5.00670426397564
LRRC40	LRRC40	2843	-0.211165911364217	8.16793505842246	-1.56804546193388	0.141088003297447	0.161901246603728	-6.20240565261003
LRRC71	LRRC71	1977	-1.33033110993345	2.60381888315691	-1.55861595095577	0.143297762131762	0.164329723305699	-4.88983116156915
PTP4A2	PTP4A2	4184	-0.0657491036063226	11.3310282004845	-1.55636848954343	0.143828807872031	0.164831189204062	-7.35795441777486
EXO5	EXO5	2158	-0.465187346508972	6.00869736652062	-1.53885436383091	0.148025272359829	0.169529921047934	-5.55266172530604
RSRP1	RSRP1	7103	0.123754089623377	9.81811151743199	1.5346775789129	0.149041376286289	0.170582512702666	-6.82582006512377
TMEM234	TMEM234	2049	-0.390878673484586	6.14544465901083	-1.51697741531732	0.153413701463618	0.175472535571269	-5.62481252574063
CSF3R	CSF3R	3490	0.379883080161991	6.41052916918907	1.50588766198629	0.156208369237182	0.178552869388145	-5.70759420645558
GBAP1	GBAP1	2036	0.394278810087994	6.43106854044059	1.50360501259871	0.156788940964562	0.179100037826966	-5.71620962820792
GPR89A	GPR89A	2218	-0.523007838110487	5.39375518854689	-1.48455847739676	0.161704948685632	0.184595649213858	-5.44857256771726
C1orf56	C1orf56	2085	-0.443890644813374	5.98170557692186	-1.47732500108713	0.163605780082192	0.18664436170311	-5.62836128410794
EPHB2	EPHB2	11039	-0.262356913316155	7.46491850513625	-1.47677150957823	0.163752001243362	0.186690024763833	-6.08859356594319
USF1	USF1	1880	-0.167816463336816	9.00705452995066	-1.46621865852897	0.166560989614962	0.189769423035064	-6.62948410557741
CFAP45	CFAP45	1844	-0.71269723428199	3.93128269880361	-1.4597882008441	0.168292466822521	0.191617977120461	-5.20481152120495
SLC16A4	SLC16A4	2649	-0.425272108729231	5.78653772149976	-1.45910409776567	0.168477556605632	0.191704559555146	-5.59363174047844
ZNF644	ZNF644	6003	-0.160700380120818	9.02298503210746	-1.45441787806217	0.169750053788072	0.193027551461469	-6.65110612326009
PHC2	PHC2	4179	0.106815447613053	10.4627547653369	1.45357452728487	0.16997991161237	0.193125446986973	-7.17360207893822
FLG-AS1	FLG-AS1	4139	0.763267429543707	4.32606310433663	1.4532961028465	0.170055854343478	0.193125446986973	-5.27171603787634
LGALS8	LGALS8	6429	0.145095919037952	9.00616868270288	1.435917038652	0.174852743386685	0.198444882423365	-6.66485106530919
ZBTB37	ZBTB37	31429	0.207771304834102	8.00433576567304	1.43509605652718	0.175082117081436	0.198577007631719	-6.32187397178167
RAB3B	RAB3B	12780	-0.198014040889498	8.49374650383465	-1.43326179628723	0.175595497865253	0.199030873789242	-6.49375776284013
COX20	COX20	2547	0.15035433482083	9.55852317671128	1.43204163885777	0.175937696368247	0.199290251427434	-6.86966762501224
LRRC47	LRRC47	4303	0.11238715591454	9.77829793596085	1.43160438585555	0.176060461264248	0.199300895623018	-6.9518168076022
TOMM20	TOMM20	3283	-0.0525128188754768	11.775414223415	-1.42795537124277	0.177087762525895	0.200334804710762	-7.70972778258603
MTMR9LP	MTMR9LP	2324	-0.438914466584301	6.15151250707299	-1.42467295934186	0.178016119481958	0.20119116317788	-5.74943139974967
XKR8	XKR8	2178	-0.272328379929937	7.20341033069016	-1.4244700708983	0.178073634758123	0.20119116317788	-6.06969782773353
LOC100506730	LOC100506730	2490	0.339886793507884	6.46009618005991	1.4236675176116	0.178301296111047	0.201318997150431	-5.83408581130654
